DateTime;Final price;Historical low
14.07.2023 17:20;14,99;14,39
28.07.2023 17:01;29,36;14,39
28.07.2023 17:20;19,63;14,39
17.08.2023 17:01;29,98;14,39
28.08.2023 17:21;14,99;14,39
11.09.2023 17:21;23,99;14,39
11.09.2023 18:15;26,17;14,39
26.09.2023 17:01;29,98;14,39
12.10.2023 17:01;18,73;14,39
12.10.2023 17:20;14,99;14,39
26.10.2023 17:21;23,99;14,39
27.10.2023 18:55;19,63;14,39
15.11.2023 18:01;14,79;14,39
21.11.2023 18:08;9,24;9,24
21.11.2023 18:34;14,99;9,24
28.11.2023 18:26;23,99;9,24
28.11.2023 18:42;29,98;9,24
04.12.2023 18:21;14,79;9,24
07.12.2023 18:01;9,24;9,24
11.12.2023 18:21;14,99;9,24
21.12.2023 18:36;14,79;9,24
21.12.2023 20:14;14,99;9,24
04.01.2024 18:26;29,98;9,24
15.01.2024 18:21;14,79;9,24
22.01.2024 18:21;18,14;9,24
31.01.2024 18:01;18,15;9,24
08.02.2024 18:01;12,48;9,24
08.02.2024 18:20;14,98;9,24
22.02.2024 18:01;23,4;9,24
08.03.2024 18:01;14,8;9,24
11.03.2024 21:35;29,98;9,24
14.03.2024 17:15;14,98;9,24
21.03.2024 17:26;29,98;9,24
21.03.2024 22:25;18,7;9,24
28.03.2024 17:01;13,6;9,24
28.03.2024 17:20;14,98;9,24
11.04.2024 17:01;29,98;9,24
11.04.2024 17:20;18,7;9,24
29.04.2024 17:21;29,98;9,24
13.05.2024 17:21;14,98;9,24
27.05.2024 13:32;14,98;9,24
27.05.2024 13:32;;9,24
